url_crawl;skelbimo_pavadinimas;kaina_eur;Plotas:;Kambarių sk.:;Aukštas:;Aukštų sk.:;Metai:;Pastato tipas:;Šildymas:;Įrengimas:;Ypatybės:;Papildomos patalpos:;Papildoma įranga:;Apsauga:;Nuoroda;Įdėtas;Redaguotas;Įsiminė;Peržiūrėjo;error_get_coordinates;Skelbimą peržiūrėjo (iš viso/šiandien);error_get_energy_consumption_class;error_get_air_polution_data;Namo numeris:;coordinate_x;coordinate_y;energijos_suvartojimo_klase;Buto numeris:;Azoto dioksidas (NO2);Kietosios dalelės (KD10);Aktyvus iki;Pastato energijos suvartojimo klasė:;error_get_perziuru_sk;scrape_date
https://www.aruodas.lt/butai-vilniuje-antakalnyje-zirgo-g-parduodamas-erdvus-dvieju-kambariu-butas-16-1-3246625/;Vilnius, Antakalnis, Žirgo g., 2 kambarių butas;270000.0;66,25 m²;2;16;20;2004;Mūrinis;Centrinis, centrinis kolektorinis;Įrengtas;Aukštos lubos, Internetas, Kabelinė televizija;Balkonas, Drabužinė;Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros, Budintis sargas;www.aruodas.lt/1-3246625;2022-09-06;2022-09-06;5;380/4 (iš viso/šiandien);;380/4;;'NoneType' object has no attribute 'find_all';2;54.72321;25.321395;5 Klasė Vidutinė (4-5);;;;2022-12-05;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-antakalnyje-zirgo-g-parduodamas-erdvus-dvieju-kambariu-butas-su-1-3234098/;Vilnius, Antakalnis, Žirgo g., 2 kambarių butas;280000.0;67 m²;2;19;20;2004;Mūrinis;Centrinis;Įrengtas;Aukštos lubos, Kabelinė televizija;Balkonas, Terasa, Drabužinė;Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Vonia, Rekuperacinė sistema;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna, Vaizdo kameros, Budintis sargas;www.aruodas.lt/1-3234098;2022-07-29;2022-07-29;8;1915/4 (iš viso/šiandien);;bal-15;;'NoneType' object has no attribute 'find_all';2;54.72321;25.321395;5 Klasė Vidutinė (4-5);;;;2022-10-27;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-antakalnyje-zirgo-g-zaliajame-antakalnio-rajone-parduodamas-1-3220716/;Vilnius, Antakalnis, Žirgo g., 3 kambarių butas;337900.0;104,21 m²;3;10;20;2004;Monolitinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/1-3220716;2022-08-08;2022-08-28;40;1211/2 (iš viso/šiandien);;1211/2;;'NoneType' object has no attribute 'find_all';2;54.72321;25.321395;5 Klasė Vidutinė (4-5);;;;2022-12-17;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-antakalnyje-zirgo-sodu-1-oji-g-isskirtinis-pukus-93-kvm-butas-ir-1-3244835/;Vilnius, Antakalnis, Žirgo Sodų 1-oji g., 4 kambarių butas;329000.0;93 m²;4;3;3;2008;Blokinis;Dujinis;Įrengtas;Aukštos lubos, Uždaras kiemas, Internetas, Virtuvė sujungta su kambariu;Sandėliukas, Balkonas, Vieta automobiliui;Kondicionierius, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Vonia;;www.aruodas.lt/1-3244835;2022-08-31;2022-09-08;9;1191/6 (iš viso/šiandien);;1191/6;'NoneType' object has no attribute 'text';;;54.719572;25.334507;;;15 µg/m3;20.8 µg/m3;2022-09-30;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-antakalnyje-zolyno-g-gamta-ir-ramybe-alsuojancioje-antakalnio-1-3237830/;Vilnius, Antakalnis, Žolyno g., 2 kambarių butas;199500.0;53,06 m²;2;5;6;2005;Mūrinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/1-3237830;2022-09-05;2022-09-05;65;909/9 (iš viso/šiandien);;909/9;;'NoneType' object has no attribute 'find_all';;54.71003;25.320744;3 Klasė Gera (1-3);;;;2022-11-07;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-antakalnyje-zolyno-g-parduodamas-triju-kambariu-butas-antakalnyje-1-3202707/;Vilnius, Antakalnis, Žolyno g., 3 kambarių butas;310000.0;69,53 m²;3;2;4;2002;Mūrinis;Centrinis kolektorinis;Įrengtas;;;;;www.aruodas.lt/1-3202707;2022-09-12;2022-09-12;16;115/6 (iš viso/šiandien);;115/6;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';13C;54.709632;25.320713;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-antavilyje-j-biliuno-g-parduodamas-naujai-irengtas-3-k-butas-1-3231278/;Vilnius, Antavilis, J. Biliūno g., 3 kambarių butas;149000.0;60,37 m²;3;1;3;2022 statyba, 2022 renovacija;Mūrinis;Dujinis;Įrengtas;Atskiras įėjimas, Aukštos lubos, Butas per kelis aukštus, Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas;Terasa, Vieta automobiliui;Kondicionierius;;www.aruodas.lt/1-3231278;2022-08-23;2022-08-30;59;864/3 (iš viso/šiandien);;864/3;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.793776;25.393602;;;;;2022-09-19;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-aukstuosiuose-paneriuose-kaimynu-g-krastinis-pilnai-irengtas-4-kambariu-butas-1-3247857/;Vilnius, Aukštieji Paneriai, Kaimynų g., 4 kambarių butas;146000.0;71,03 m²;4;1;2;2022;Mūrinis;Aeroterminis;Įrengtas;Virtuvė sujungta su kambariu;Terasa;Vonia;Šarvuotos durys;www.aruodas.lt/1-3247857;2022-09-13;2022-09-13;17;99/70 (iš viso/šiandien);;99/70;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.64026;25.098729;;;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-b-kvadratu-stilingas-ir-modernus-gyvenamuju-1-3214970/;Vilnius, Bajorai, Bajorų kel., 2 kambarių butas;126800.0;40,7 m²;2;2;5;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas, Vieta automobiliui;Šildomos grindys, Plastikiniai vamzdžiai;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna;www.aruodas.lt/1-3214970;2022-09-08;2022-09-08;22;343/5 (iš viso/šiandien);;343/5;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';8;54.755851;25.259796;;B21;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-b-kvadratu-stilingas-ir-modernus-gyvenamuju-1-3214986/;Vilnius, Bajorai, Bajorų kel., 2 kambarių butas;109200.0;33,5 m²;2;2;5;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas, Vieta automobiliui;Šildomos grindys, Plastikiniai vamzdžiai;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna;www.aruodas.lt/1-3214986;2022-09-08;2022-09-08;17;156/1 (iš viso/šiandien);;156/1;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';8;54.755851;25.259796;;;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-b-kvadratu-stilingas-ir-modernus-gyvenamuju-1-3215368/;Vilnius, Bajorai, Bajorų kel., 3 kambarių butas;178300.0;61 m²;3;4;5;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas, Vieta automobiliui;Šildomos grindys, Plastikiniai vamzdžiai;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna;www.aruodas.lt/1-3215368;2022-09-08;2022-09-08;13;98/1 (iš viso/šiandien);;saus-98;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';8;54.755851;25.259796;;B49;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-3k-80-km-butas-bajoruose-1-3248685/;Vilnius, Bajorai, Bajorų kel., 3 kambarių butas;195000.0;80 m²;3;6;7;2008;Monolitinis;Centrinis kolektorinis;Įrengtas;;;;;www.aruodas.lt/1-3248685;2022-09-09;2022-09-09;11;251/6 (iš viso/šiandien);;251/6;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.756086;25.259922;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-dvieju-kambariu-butas-bajoru-1-3230800/;Vilnius, Bajorai, Bajorų kel., 2 kambarių butas;173000.0;52 m²;2;4;4;2011;Mūrinis;Centrinis;Įrengtas;Uždaras kiemas, Internetas, Virtuvė sujungta su kambariu;Balkonas, Vieta automobiliui, Drabužinė;Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3230800;2022-09-12;2022-09-13;27;153/8 (iš viso/šiandien);;153/8;;'NoneType' object has no attribute 'find_all';7;54.755051;25.262526;3 Klasė Gera (1-3);;;;2022-10-18;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-isskirtinio-dizaino-prabangiai-1-3241212/;Vilnius, Bajorai, Bajorų kel., 2 kambarių butas;147500.0;37,7 m²;2;9;9;2021;Mūrinis;Centrinis kolektorinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Virtuvė sujungta su kambariu;Sandėliukas, Balkonas, Terasa, Rūsys, Vieta automobiliui, Drabužinė;Skalbimo mašina, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3241212;2022-08-20;2022-09-06;34;1155/1 (iš viso/šiandien);;1155/1;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';29A;54.757737;25.259582;;;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-isskirtinis-prabangiai-irengtas-3-1-3213904/;Vilnius, Bajorai, Bajorų kel., 3 kambarių butas;259500.0;65,73 m²;3;1;9;2020;Mūrinis;Elektra;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Virtuvė sujungta su kambariu;Terasa;Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia, Rekuperacinė sistema;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3213904;2022-06-30;2022-08-03;10;939/2 (iš viso/šiandien);;939/2;'NoneType' object has no attribute 'text';;29;54.757779;25.25904;;;12.9 µg/m3;20.4 µg/m3;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-jaukus-erdvus-kokybiskai-1-3247985/;Vilnius, Bajorai, Bajorų kel., 3 kambarių butas;209000.0;60,31 m²;3;2;6;2015;Mūrinis;Centrinis kolektorinis;Įrengtas;;;;;www.aruodas.lt/1-3247985;2022-09-12;2022-09-12;18;181/12 (iš viso/šiandien);;181/12;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.756108;25.259925;;;;;;A;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-jaukus-ir-sviesus-2-ju-kambariu-1-3248889/;Vilnius, Bajorai, Bajorų kel., 2 kambarių butas;159000.0;65,2 m²;2;8;11;2006;Mūrinis;Centrinis kolektorinis;Įrengtas;Internetas, Virtuvė sujungta su kambariu, Kabelinė televizija;Balkonas;Skalbimo mašina;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3248889;2022-09-10;2022-09-10;13;343/7 (iš viso/šiandien);;343/7;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.754644;25.262493;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-labai-jaukus-taciau-taip-pat-1-3245265/;Vilnius, Bajorai, Bajorų kel., 3 kambarių butas;220000.0;82,18 m²;3;3;11;2007;Mūrinis;Centrinis kolektorinis;Įrengtas;Uždaras kiemas, Internetas, Kabelinė televizija;Sandėliukas, Balkonas, Vieta automobiliui;Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Vonia;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna;www.aruodas.lt/1-3245265;2022-08-31;2022-08-31;8;338/4 (iš viso/šiandien);;338/4;;;19;54.756573;25.261141;4 Klasė Vidutinė (4-5);;14.3 µg/m3;20.2 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-siltas-jaukus-patogiai-1-3205409/;Vilnius, Bajorai, Bajorų kel., 2 kambarių butas;156000.0;53,65 m²;2;3;4;2009;Mūrinis;Centrinis kolektorinis;Įrengtas;Uždaras kiemas, Internetas;Vieta automobiliui;Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Viryklė, Indaplovė, Dušo kabina, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3205409;2022-09-02;2022-09-13;57;1274/24 (iš viso/šiandien);;1274/24;;'NoneType' object has no attribute 'find_all';1;54.754269;25.263796;3 Klasė Gera (1-3);;;;2022-10-30;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-fiziku-g-atviru-duru-diena-jau-si-sekmadieni-1-3236946/;Vilnius, Bajorai, Fizikų g., 2 kambarių butas;179000.0;54,06 m²;2;3;3;2014;Monolitinis;Centrinis kolektorinis;Įrengtas;Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Sandėliukas, Balkonas, Vieta automobiliui, Drabužinė;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3236946;2022-09-12;2022-09-14;27;578/34 (iš viso/šiandien);;578/34;;;;54.754817;25.266485;2 Klasė Gera (1-3);;14.6 µg/m3;19.9 µg/m3;2022-10-06;B;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-fiziku-g-parduodamas-2-kambariu-57-m-butas-su-erdvia-1-3231934/;Vilnius, Bajorai, Fizikų g., 2 kambarių butas;175000.0;57 m²;2;1;3;2014;Mūrinis;Centrinis kolektorinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Sandėliukas, Terasa, Vieta automobiliui, Drabužinė;Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3231934;2022-08-26;2022-09-08;54;1644/5 (iš viso/šiandien);;1644/5;;;63;54.754817;25.266485;2 Klasė Gera (1-3);;14.6 µg/m3;19.9 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-fiziku-g-parduodamas-isskirtinis-butas-fiziku-gatveje-1-3222424/;Vilnius, Bajorai, Fizikų g., 1 kambario butas;151000.0;43 m²;1;9;9;2008;Mūrinis;Centrinis kolektorinis;Įrengtas;Virtuvė sujungta su kambariu;Vieta automobiliui;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna;www.aruodas.lt/1-3222424;2022-06-27;2022-06-28;3;790/3 (iš viso/šiandien);;790/3;;'NoneType' object has no attribute 'find_all';;54.754646;25.264904;3 Klasė Gera (1-3);;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-fiziku-g-parduodamas-itin-siltas-ir-sviesus-5865-kvm-1-3242783/;Vilnius, Bajorai, Fizikų g., 2 kambarių butas;170000.0;58,65 m²;2;7;7;2008;Mūrinis;Centrinis kolektorinis;Įrengtas;;Balkonas, Vieta automobiliui;Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3242783;2022-08-24;2022-09-14;13;1135/7 (iš viso/šiandien);;1135/7;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.755604;25.265216;;;;;2022-11-22;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-fiziku-g-viename-populiariausiu-vilniaus-mikrorajonu-1-3196030/;Vilnius, Bajorai, Fizikų g., 2 kambarių butas;310000.0;123,64 m²;2;5;5;2019;Mūrinis;Centrinis kolektorinis;Įrengtas;Internetas, Virtuvė sujungta su kambariu;Balkonas, Terasa;Kondicionierius, Skalbimo mašina, Su baldais, Vonia;Signalizacija, Kodinė laiptinės spyna;www.aruodas.lt/1-3196030;2022-09-08;2022-09-12;60;477/15 (iš viso/šiandien);;477/15;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.753858;25.265569;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-jono-kairiukscio-g-butas-pilnai-irengtas-galima-kraustytis-kad-1-3217372/;Vilnius, Bajorai, Jono Kairiūkščio g., 3 kambarių butas;207200.0;61,65 m²;3;6;7;2022;Mūrinis;Centrinis kolektorinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Virtuvė sujungta su kambariu;Drabužinė;Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3217372;2022-08-29;2022-09-12;23;333/2 (iš viso/šiandien);;333/2;'NoneType' object has no attribute 'text';;11A;54.757651;25.261648;;;12.9 µg/m3;20.2 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-jono-kairiukscio-g-galima-kraustytis-kad-ir-siandien-1-3231242/;Vilnius, Bajorai, Jono Kairiūkščio g., 3 kambarių butas;236400.0;69,11 m²;3;5;7;2022;Mūrinis;Centrinis kolektorinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Virtuvė sujungta su kambariu;Drabužinė;Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3231242;2022-08-09;2022-09-13;12;666/2 (iš viso/šiandien);;666/2;'NoneType' object has no attribute 'text';;11A;54.757651;25.261648;;;12.9 µg/m3;20.2 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-jono-kairiukscio-g-parduodamas-sviesus-ir-jaukus-2k-butas-su-1-3244791/;Vilnius, Bajorai, Jono Kairiūkščio g., 2 kambarių butas;169500.0;56,55 m²;2;6;9;2008;Mūrinis;Centrinis kolektorinis;Įrengtas;Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas, Vieta automobiliui, Drabužinė;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3244791;2022-08-30;2022-08-30;17;641/4 (iš viso/šiandien);;641/4;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';7;54.756974;25.264529;;;;;2022-11-28;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-jono-kairiukscio-g-parduodamas-tvarkingas-erdvus-ir-siltas-2-k-1-3243713/;Vilnius, Bajorai, Jono Kairiūkščio g., 2 kambarių butas;148000.0;53,75 m²;2;4;9;2008;Blokinis;Centrinis kolektorinis;Įrengtas;Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas, Vieta automobiliui;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3243713;2022-08-28;2022-08-28;22;1232/6 (iš viso/šiandien);;1232/6;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.756974;25.264529;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-jono-kairiukscio-g-parduodamas-visiskai-naujai-irengtas-ir-1-3227882/;Vilnius, Bajorai, Jono Kairiūkščio g., 2 kambarių butas;142500.0;39,06 m²;2;5;7;2021;Mūrinis;Centrinis kolektorinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Virtuvė sujungta su kambariu;Drabužinė;Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3227882;2022-07-12;2022-08-20;47;2985/10 (iš viso/šiandien);;spal-85;'NoneType' object has no attribute 'text';;11A;54.757651;25.261648;;;12.9 µg/m3;20.2 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-mokslininku-g-parduodamas-2-kambariu-butas-salia-misko-1-3250083/;Vilnius, Bajorai, Mokslininkų g., 2 kambarių butas;205000.0;54,04 m²;2;4;4;2012;Mūrinis;Centrinis kolektorinis;Įrengtas;;Sandėliukas, Balkonas, Vieta automobiliui;Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3250083;2022-09-13;2022-09-13;6;109/16 (iš viso/šiandien);;109/16;;'NoneType' object has no attribute 'find_all';;54.754667;25.267945;2 Klasė Gera (1-3);;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-mykolo-lietuvio-g-parduodamas-kokybiskai-irengtas-3-kambariu-1-3248583/;Vilnius, Bajorai, Mykolo Lietuvio g., 3 kambarių butas;169000.0;60,09 m²;3;3;3;2017;Mūrinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/1-3248583;2022-09-09;2022-09-09;33;941/27 (iš viso/šiandien);;941/27;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.748993;25.232893;;;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-salaspilio-g-gyvenamuju-namu-kvartalas-bajoru-alejos-9-1-3247035/;Vilnius, Bajorai, Salaspilio g., 4 kambarių butas;212202.0;77,03 m²;4;3;4;2023;Mūrinis;Dujinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Virtuvė sujungta su kambariu;Balkonas;Šildomos grindys;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3247035;2022-09-05;2022-09-06;;73/1 (iš viso/šiandien);;;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.751006;25.22671;;;;;;A++;All arrays must be of the same length;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-salaspilio-g-gyvenamuju-namu-kvartalas-bajoru-alejos-9-1-3247053/;Vilnius, Bajorai, Salaspilio g., 2 kambarių butas;142531.0;48,03 m²;2;4;4;2023;Mūrinis;Dujinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Virtuvė sujungta su kambariu;Balkonas;Šildomos grindys;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3247053;2022-09-05;2022-09-06;;74/3 (iš viso/šiandien);;;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.751006;25.22671;;;;;;A++;All arrays must be of the same length;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-salaspilio-g-gyvenamuju-namu-kvartalas-bajoru-alejos-9-1-3247055/;Vilnius, Bajorai, Salaspilio g., 4 kambarių butas;206832.0;76,57 m²;4;3;4;2023;Mūrinis;Dujinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Virtuvė sujungta su kambariu;Balkonas;Šildomos grindys;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3247055;2022-09-05;2022-09-12;;119/3 (iš viso/šiandien);;;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.751006;25.22671;;;;;;A++;All arrays must be of the same length;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-salaspilio-g-gyvenamuju-namu-kvartalas-bajoru-alejos-9-1-3247059/;Vilnius, Bajorai, Salaspilio g., 3 kambarių butas;166067.0;67,5 m²;3;4;4;2023;Mūrinis;Dujinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Virtuvė sujungta su kambariu;Balkonas;Šildomos grindys;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3247059;2022-09-05;2022-09-12;2;132/3 (iš viso/šiandien);;132/3;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.751006;25.22671;;;;;;A++;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-salaspilio-g-gyvenamuju-namu-kvartalas-bajoru-alejos-9-1-3247061/;Vilnius, Bajorai, Salaspilio g., 2 kambarių butas;140830.0;51,75 m²;2;1;4;2023;Mūrinis;Dujinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Virtuvė sujungta su kambariu;Terasa;Šildomos grindys;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3247061;2022-09-05;2022-09-12;;98/3 (iš viso/šiandien);;;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.751006;25.22671;;;;;;A++;All arrays must be of the same length;14_09_2022
https://www.aruodas.lt/butai-vilniuje-bajoruose-salaspilio-g-gyvenamuju-namu-kvartalas-bajoru-alejos-9-1-3247063/;Vilnius, Bajorai, Salaspilio g., 3 kambarių butas;160274.0;57,59 m²;3;2;4;2023;Mūrinis;Dujinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Virtuvė sujungta su kambariu;Balkonas;Šildomos grindys;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3247063;2022-09-05;2022-09-06;3;97/2 (iš viso/šiandien);;vas-97;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.751006;25.22671;;;;;;A++;;14_09_2022
